ad_id,rec_num,coder,NOCODE,NOCODE_TXT,TEXT,VIDEO,IMAGE,LINK,ADREMOVED,NODISCLAIMER,OFFICE1,CAND1,TONE1,OFFICE2,CAND2,TONE2,OFFICE3,CAND3,TONE3,OFFICE4,CAND4,TONE4,OFFICE5,CAND5,TONE5,OFFICE6,CAND6,TONE6,OFFICE7,CAND7,TONE7,OFFICE8,CAND8,TONE8,MORETHAN8,MORETHAN8_TXT,candnumber,othercand1_mnt,othercand1_pic,othercand1_audio,othercand1_ocr,othercand1_txt,othercand2_mnt,othercand2_pic,othercand2_audio,othercand2_ocr,othercand2_txt,othercand3_mnt,othercand3_pic,othercand3_audio,othercand3_ocr,othercand3_txt,othercand4_mnt,othercand4_pic,othercand4_audio,othercand4_ocr,othercand4_txt,othercand5_mnt,othercand5_pic,othercand5_audio,othercand5_ocr,othercand5_txt,DEMMT,GOPMT,FAVORED,MULTI_FAV,TARGETED,MULTI_TGT,NOCAND,FAV1,FAV2,FAV3,FAV4,FAV5,FAV6,FAV7,FAV8,TGT1,TGT2,TGT3,TGT4,TGT5,TGT6,TGT7,TGT8,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,MENTION1,MENTION33,MENTION3,MENTION4,MENTION5,MENTION6,MENTION7,MENTION8,MENTION15,MENTION16,MENTION17,MENTION19,MENTION21,MENTION23,MENTIONCOMM,MENTIONNEIGH,MENTIONTOGETH,MENTION18,MENTION26,MENTIONWC,MENTIONMC,MENTIONUC,TOC_DRUGS,TOC_ECON,TOC_EDU,TOC_ENVT,TOC_ETHICS,TOC_FOREIGN,TOC_HEALTH,TOC_LAW,TOC_SOCIAL,TOC_OTHER,ISSUE210,ISSUE41,ISSUE54,ISSUE106,ISSUE44,ISSUE33,ISSUE22,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE20,ISSUE18,ISSUE16,ISSUE217,ISSUE17,ISSUE14,ISSUE215,ISSUE23,ISSUE19,ISSUE15,ISSUE21,ISSUE24,ISSUE50,ISSUE51,ISSUE52,ISSUE80,ISSUE82,ISSUE113,ISSUE83,ISSUE84,ISSUE90,ISSUE91,ISSUE92,ISSUE60,ISSUE61,ISSUE62,ISSUE63,ISSUE64,ISSUE68,ISSUE69,ISSUE66,ISSUE67,ISSUE70,ISSUE71,ISSUE72,ISSUE73,ISSUE74,ISSUE75,ISSUE76,ISSUE65,ISSUE114,ISSUE53,ISSUE59,ISSUE58,ISSUE55,ISSUE110,ISSUE218,ISSUE219,ISSUE220,ISSUE208,ISSUE105,ISSUE116,ISSUE117,ISSUE209,ISSUE40,ISSUE45,ISSUE43,ISSUE42,ISSUE212,ISSUE221,ISSUE200,ISSUE95,ISSUE109,ISSUE30,ISSUE32,ISSUE37,GUNPIC,ISSUE108,ISSUE102,ISSUE56,ISSUE57,ISSUE112,ISSUE31,ISSUE101,ISSUE38,ISSUE39,ISSUE34,ISSUE35,ISSUE36,ISSUE107,ISSUE93,ISSUE111,ISSUE94,ISSUE96,ISSUE98,ISSUE99,ISSUE103,ISSUE104,ISSUE118,ISSUE97,ISSUE97_TXT,CAND1_pic,CAND1_pic_tone,CAND2_pic,CAND2_pic_tone,CAND3_pic,CAND3_pic_tone,CAND4_pic,CAND4_pic_tone,CAND5_pic,CAND5_pic_tone,CAND6_pic,CAND6_pic_tone,CAND7_pic,CAND7_pic_tone,CAND8_pic,CAND8_pic_tone,pic_face,pic_color,pic_otherpeople,pic_oth,pic_oth_txt,PAGENAME_INFO,PAGENAME_INFO_TXT,OTHERNOTES,OTHERNOTES_TXT,PROB_VID_NOCODE,PROB_VID_PARTIAL,PROB_DONTUSE,PROB_SPANISH,PROB_OTH,PROB_QUEST,PROB_OTH_TXT,PROB_QUEST_TXT,NOMINATE,NOMINATE_TXT
x_2090551341068762,1883,swoodhams@wesleyan.edu,, ,Text,Video(s),,Link(s),,"""Ad ran without a disclaimer""",U.S. Senate,Mark Kelly,In a way to show disaproval or opposition,U.S. House,Nancy Pelosi,In a way to show disaproval or opposition,U.S. House,Alexandria Ocasio-Cortez,In a way to show disaproval or opposition,U.S. Senate,Chuck Schumer,In a way to show disaproval or opposition,,,,,,,,,,,,,, ,4,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show disapproval or opposition",No,,,One targeted candidate,,,,,,,,,,,Mark Kelly,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,Liberal,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,Law & Order,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,Taxes,,Government Spending,,,Employment / Jobs,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,Police/police brutality/Racial Violence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_2689391867993229,1884,achampeau@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1223432521366825,1885,swoodhams@wesleyan.edu,, ,Text,Video(s),,Link(s),,"""Ad ran without a disclaimer""",President,Joe Biden,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Joe Biden,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,Social/Social Welfare Issues,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,Taxes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guns,Gun pictured in ad,,,,,,,,,,,,,,,,,,Government Regulations,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_3339706626110923,1886,swoodhams@wesleyan.edu,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",President,Joe Biden,In a way to show disaproval or opposition,U.S. House,Alyse Galvin,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,,Alyse Galvin,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,Environment/Energy,,,Health/Healthcare,,Social/Social Welfare Issues,,,,,,,,,,,Government Spending,,,Employment / Jobs,,,,,,,,,,,,,,,,,Energy Policy,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,,Guns,,,,,,,,,,,,,,,,,,,,,,,,, ,,,Alyse Galvin,In a way to show disaproval or opposition,,,,,,,,,,,,,,Color (black and white/gray),,, ,No, ,, ,,,,,,, , ,, 
x_1013899409087623,1887,zcabrerahern@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,Obamacare,,,,,,,,,,,Health/Healthcare,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),"ACA/Obamacare/Health care law, etc.",,,,,,,,Health reform/AHCA/Trumpcare/2017 Republican efforts to repeal (and replace) Oba,,No,No,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1012712502485998,1888,swoodhams@wesleyan.edu,, ,,,,Link(s),,"""Ad ran without a disclaimer""",U.S. Senate,Steve Bullock,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Steve Bullock,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guns,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1027637684368051,1889,achampeau@wesleyan.edu,, ,Text,Video(s),,Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,Mentioned in audio of video,Mentioned in on-screen text of video or image,Chris Ward,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,Planned Parenthood,,,,,,,,,,,,,,,,,,Law & Order,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,Abortion,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1623822021126994,1890,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,Unclear whether support or opposition,President,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign/Defense Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Military/Defense (generic reference),,Veterans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,Joe Biden,In a way to show approval or support,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_1020135638446890,1891,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. Senate,Joe Manchin,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,Request for viewer to contact a legislator,,,,,,Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_4600343640005725,1892,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,David Knight,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Drugs/Drug Abuse/Prescription Drugs,,,,,,Health/Healthcare,,,,,,Prescription Drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,Women's Health,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,"Other people included in ad (military, doctor, etc.)",, ,No, ,, ,,,,,,, , ,, 
x_1024424764667637,1893,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Donald Trump,,,,,,,,,,,,,,,,,,Selling of merchandise,,,,,Invite the viewer to learn more about a group/candidate,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_1025991637828253,1894,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,,,,,,,,,Economy (generic reference),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_1946831782119780,1895,mchurch@wesleyan.edu,, ,Text,,Still images(s),,,,President,Joe Biden,In a way to show approval or support,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,Joe Biden,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1338841472953182,1896,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Joe Biden,In a way to show approval or support,Other national politician,Kamala Harris,In a way to show approval or support,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,Wall Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1002678510195929,1897,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. House,Richard McCormick,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Richard McCormick,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign/Defense Policy,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veterans,,,,,,,,,,,,,,China,,Health Care (not prescription drugs),,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Richard McCormick,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_1085221111939266,1898,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Donald Trump,,,,,,,,,,,,,,,,,,Selling of merchandise,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Donald Trump,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_1064211170673633,1899,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,President,Joe Biden,In a way to show approval or support,Other national politician,Kamala Harris,In a way to show approval or support,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Joe Biden,,,,,,,Donald Trump,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,Environment/Energy,,,Health/Healthcare,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Global Warming / Climate Change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,Protests/riots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1348383378838061,1900,mchurch@wesleyan.edu,, ,Text,,Still images(s),,,,President,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,,,,,,,,,,,,,,,,,Employment / Jobs,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_345402769873552,1901,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,U.S. Senate,Barbara Bollier,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Barbara Bollier,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guns,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_270187844294086,1902,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,God/Faith,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,Environment/Energy,,Foreign/Defense Policy,Health/Healthcare,Law & Order,Social/Social Welfare Issues,,,,,,,,,,,,,,Employment / Jobs,,,,,,,,,,,,,,,,,Energy Policy,,,,,,,Veterans,,,,,,,,,Iran,,,Russia/Putin,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,Police/police brutality/Racial Violence,Protests/riots,,Immigration,,,,,,,,,,,,,,Civil Rights/Racial Discrimination,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1450012871874619,1903,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,U.S. Senate,Jon Ossoff,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Jon Ossoff,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civil Rights/Racial Discrimination,,,,,,,,,,,,,,, ,Jon Ossoff,In a way to show approval or support,,,,,,,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_771842666991021,1904,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,,Mentioned in on-screen text of video or image,Barb Nash,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Down-ballot candidate/governor,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1235665163441682,1905,mchurch@wesleyan.edu,, ,Text,,Still images(s),,"""Ad violates FB's advertising polciies""",,President,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,Joe Biden,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_1026445417787190,1906,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,Unclear whether support or opposition,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,GOTV efforts (get out the vote),,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_2526912250941001,1907,mchurch@wesleyan.edu,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,Other national politician,Barack Obama,In a way to show approval or support,Other national politician,Kamala Harris,In a way to show approval or support,U.S. House,Nancy Pelosi,In a way to show approval or support,U.S. Senate,Cory Booker,In a way to show approval or support,U.S. Senate,Bernie Sanders,In a way to show approval or support,,,,,,,, ,6,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show approval or support",No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,,,,,,Asks the viewer to fill out a survey/poll,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,Kamala Harris,In a way to show approval or support,Nancy Pelosi,In a way to show approval or support,Cory Booker,In a way to show approval or support,Bernie Sanders,In a way to show approval or support,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, 
x_1036659560109129,1908,mchurch@wesleyan.edu,, ,Text,,Still images(s),,,,Down-ballot candidate/governor,Down-ballot candidate/governor,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,, ,1,Mentioned in text of the ad,Pictured in image or video,,,Debbie Boothe-Schmidt,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Down-ballot candidate/governor,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
x_383299849364877,1909,mchurch@wesleyan.edu,, ,Text,Video(s),,Link(s),,,President,Donald Trump,In a way to show disaproval or opposition,President,Joe Biden,In a way to show approval or support,Other national politician,Kamala Harris,In a way to show approval or support,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,One targeted candidate,,,,Joe Biden,,,,,,,Donald Trump,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, 
