pd_id,ad_id,coder,adsponsortype,row,RecordedDate,NOCODE,NOCODE_TXT,TEXT,VIDEO,IMAGE,LINK,ADREMOVED,NODISCLAIMER,OFFICE1,CAND1,FECID1,TONE1,OFFICE2,CAND2,FECID2,TONE2,OFFICE3,CAND3,FECID3,TONE3,OFFICE4,CAND4,FECID4,TONE4,OFFICE5,CAND5,FECID5,TONE5,OFFICE6,CAND6,FECID6,TONE6,OFFICE7,CAND7,FECID7,TONE7,OFFICE8,CAND8,FECID8,TONE8,MORETHAN8,MORETHAN8_TXT,candnumber,othercand1_mnt,othercand1_pic,othercand1_audio,othercand1_ocr,othercand1_txt,othercand2_mnt,othercand2_pic,othercand2_audio,othercand2_ocr,othercand2_txt,othercand3_mnt,othercand3_pic,othercand3_audio,othercand3_ocr,othercand3_txt,othercand4_mnt,othercand4_pic,othercand4_audio,othercand4_ocr,othercand4_txt,othercand5_mnt,othercand5_pic,othercand5_audio,othercand5_ocr,othercand5_txt,DEMMT,GOPMT,FAVORED,MULTI_FAV,TARGETED,MULTI_TGT,NOCAND,FAV1,FAV2,FAV3,FAV4,FAV5,FAV6,FAV7,FAV8,TGT1,TGT2,TGT3,TGT4,TGT5,TGT6,TGT7,TGT8,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE,MENTION1,MENTION33,MENTION3,MENTION4,MENTION5,MENTION6,MENTION7,MENTION8,MENTION15,MENTION16,MENTION17,MENTION19,MENTION21,MENTION23,MENTIONCOMM,MENTIONNEIGH,MENTIONTOGETH,MENTION18,MENTION26,MENTIONWC,MENTIONMC,MENTIONUC,TOC_DRUGS,TOC_ECON,TOC_EDU,TOC_ENVT,TOC_ETHICS,TOC_FOREIGN,TOC_HEALTH,TOC_LAW,TOC_SOCIAL,TOC_OTHER,ISSUE210,ISSUE41,ISSUE54,ISSUE106,ISSUE44,ISSUE33,ISSUE22,ISSUE10,ISSUE11,ISSUE12,ISSUE13,ISSUE20,ISSUE18,ISSUE16,ISSUE217,ISSUE17,ISSUE14,ISSUE215,ISSUE23,ISSUE19,ISSUE15,ISSUE21,ISSUE24,ISSUE50,ISSUE51,ISSUE52,ISSUE80,ISSUE82,ISSUE113,ISSUE83,ISSUE84,ISSUE90,ISSUE91,ISSUE92,ISSUE60,ISSUE61,ISSUE62,ISSUE63,ISSUE64,ISSUE68,ISSUE69,ISSUE66,ISSUE67,ISSUE70,ISSUE71,ISSUE72,ISSUE73,ISSUE74,ISSUE75,ISSUE76,ISSUE65,ISSUE114,ISSUE53,ISSUE59,ISSUE58,ISSUE55,ISSUE110,ISSUE218,ISSUE219,ISSUE220,ISSUE208,ISSUE105,ISSUE116,ISSUE117,ISSUE209,ISSUE40,ISSUE45,ISSUE43,ISSUE42,ISSUE212,ISSUE221,ISSUE200,ISSUE95,ISSUE109,ISSUE30,ISSUE32,ISSUE37,GUNPIC,ISSUE108,ISSUE102,ISSUE56,ISSUE57,ISSUE112,ISSUE31,ISSUE101,ISSUE38,ISSUE39,ISSUE34,ISSUE35,ISSUE36,ISSUE107,ISSUE93,ISSUE111,ISSUE94,ISSUE96,ISSUE98,ISSUE99,ISSUE103,ISSUE104,ISSUE118,ISSUE97,ISSUE97_TXT,CAND1_pic,CAND1_pic_tone,CAND2_pic,CAND2_pic_tone,CAND3_pic,CAND3_pic_tone,CAND4_pic,CAND4_pic_tone,CAND5_pic,CAND5_pic_tone,CAND6_pic,CAND6_pic_tone,CAND7_pic,CAND7_pic_tone,CAND8_pic,CAND8_pic_tone,pic_face,pic_color,pic_otherpeople,pic_oth,pic_oth_txt,PAGENAME_INFO,PAGENAME_INFO_TXT,OTHERNOTES,OTHERNOTES_TXT,PROB_VID_NOCODE,PROB_VID_PARTIAL,PROB_DONTUSE,PROB_SPANISH,PROB_OTH,PROB_QUEST,PROB_OTH_TXT,PROB_QUEST_TXT,NOMINATE,NOMINATE_TXT,page_id,funding_entity,fbcodingset,rec_num,page_name,page_name_url,wmp_office_post090120,wmp_spontype,sponsor_name
pd-259130650776119-2,x_2408604482778712,achampeau@wesleyan.edu,candidate,4455,30 Dec 21,, ,Text,Video(s),,Link(s),,,U.S. Senate,Mitch McConnell,S2KY00012,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Mitch McConnell,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,,MCCONNELL SENATE COMMITTEE,Set of 1K candidate ads,10706,Mitch McConnell,https://www.facebook.com/,us senate,campaign,"MCCONNELL, MITCH"
pd-259130650776119-2,x_1194023907658592,mchurch@wesleyan.edu,candidate,3637,24 Nov 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show approval or support,U.S. Senate,Mitch McConnell,S2KY00012,In a way to show approval or support,U.S. Senate,Chuck Schumer,S8NY00082,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show disapproval or opposition",No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,,MCCONNELL SENATE COMMITTEE,Set of 1K candidate ads,10146,Mitch McConnell,https://www.facebook.com/,us senate,campaign,"MCCONNELL, MITCH"
pd-259130650776119-2,x_1322280078111979,mchurch@wesleyan.edu,candidate,4317,28 Dec 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show approval or support,U.S. Senate,Mitch McConnell,S2KY00012,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,,Mitch McConnell,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,,MCCONNELL SENATE COMMITTEE,Set of 1K candidate ads,10487,Mitch McConnell,https://www.facebook.com/,us senate,campaign,"MCCONNELL, MITCH"
pd-259130650776119-2,x_3177384625693605,tzarobell@wesleyan.edu,candidate,4856,16 Jan 22,, ,Text,Video(s),,Link(s),,,U.S. Senate,Mitch McConnell,S2KY00012,In a way to show approval or support,U.S. Senate,Chuck Schumer,S8NY00082,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,, ,2,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show disapproval or opposition",No,One favored candidate,,,,,Mitch McConnell,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,Liberal,,,,,,,,Millionaire(s) / Billionaire(s),,,,,,,,,,,,,Ethics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campaign Finance Reform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,,MCCONNELL SENATE COMMITTEE,Set of 1K candidate ads,10748,Mitch McConnell,https://www.facebook.com/,us senate,campaign,"MCCONNELL, MITCH"
pd-259212814698356-2,x_337685534001164,achampeau@wesleyan.edu,"non-cd, non-party",3460,20 Nov 21,, ,Text,Video(s),,Link(s),,,U.S. House,Max Rose,H8NY11113,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Max Rose,,,,,,,,,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,Yes,,,,,,,,,,,,,,,,,,,,,,,Drugs/Drug Abuse/Prescription Drugs,,,,,Foreign/Defense Policy,Health/Healthcare,,,,,,,Opioids/Prescription Drug Abuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veterans,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_259212814698356,DMFI PAC,Set of 3K non-cd ads,2772,,https://www.facebook.com/259212814698356,,group,DEMOCRATIC MAJORITY FOR ISRAEL
pd-259212814698356-2,x_1023991574743406,swoodhams@wesleyan.edu,"non-cd, non-party",3173,31 Oct 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,"Yes, in a way to show disapproval or opposition",,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social/Social Welfare Issues,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civil Rights/Racial Discrimination,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,Yes,Israel,, ,,,,,,, , ,, ,x_259212814698356,DMFI PAC,Set of 3K non-cd ads,2538,,https://www.facebook.com/259212814698356,,group,DEMOCRATIC MAJORITY FOR ISRAEL
pd-259212814698356-2,x_878823919319799,achampeau@wesleyan.edu,"non-cd, non-party",1644,29 Aug 21,, ,Text,Video(s),,Link(s),,,U.S. Senate,Gary Peters,S4MI00355,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Gary Peters,,,,,,,,,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,Special Interests,,,,,,,,,,,,,,,Drugs/Drug Abuse/Prescription Drugs,,,,,,Health/Healthcare,,,,,,Prescription Drugs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care (not prescription drugs),,,,,Medical Bills,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_259212814698356,DMFI PAC,Set of 3K non-cd ads,1024,,https://www.facebook.com/259212814698356,,group,DEMOCRATIC MAJORITY FOR ISRAEL
pd-259212814698356-2,x_1195282310867786,medward2@bowdoin.edu,"non-cd, non-party",314,09 Aug 21,, ,Text,Video(s),,Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,One favored candidate,,,,,Joe Biden,,,,,,,,,,,,,,,,,,,,,,Solicitation of viewers' email/name/information (other than a poll),,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign/Defense Policy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foreign Policy (generic reference),,,,,,,,,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_259212814698356,DMFI PAC,Set of 3K non-cd ads,668,,https://www.facebook.com/259212814698356,,group,DEMOCRATIC MAJORITY FOR ISRAEL
pd-26006662641-6,x_259453358768026,achampeau@wesleyan.edu,party not-national,1776,12 Sep 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_26006662641,Arizona Democratic Party,Set of 3K non-cd ads,350,,https://www.facebook.com/26006662641,,party,DEMOCRATIC PARTY OF ARIZONA
pd-26006662641-6,x_2971572232922249,achampeau@wesleyan.edu,party not-national,2538,01 Oct 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show approval or support",No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_26006662641,Arizona Democratic Party,Set of 3K non-cd ads,2128,,https://www.facebook.com/26006662641,,party,DEMOCRATIC PARTY OF ARIZONA
pd-26006662641-6,x_481966569185890,achampeau@wesleyan.edu,party not-national,3443,19 Nov 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show approval or support",No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_26006662641,Arizona Democratic Party,Set of 3K non-cd ads,2763,,https://www.facebook.com/26006662641,,party,DEMOCRATIC PARTY OF ARIZONA
pd-26006662641-6,x_300255847762769,oramseur@wesleyan.edu,party not-national,1397,24 Aug 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,Request for donations,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transportation/Infrastructure,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_26006662641,Arizona Democratic Party,Set of 3K non-cd ads,1057,,https://www.facebook.com/26006662641,,party,DEMOCRATIC PARTY OF ARIZONA
pd-2602473023098666-2,x_1054848678366161,swoodhams@wesleyan.edu,"non-cd, non-party",3174,31 Oct 21,, ,Text,,Still images(s),Link(s),,"""Ad ran without a disclaimer""",President,Donald Trump,P80001571,In a way to show disaproval or opposition,Other national politician,Barack Obama,WMPID3,In a way to show approval or support,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,, ,4,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show approval or support",No,One favored candidate,,One targeted candidate,,,,,Joe Biden,,,,,,Donald Trump,,,,,,,,,,,,,Asks the viewer to fill out a survey/poll,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,Barack Obama,In a way to show approval or support,Joe Biden,In a way to show approval or support,Kamala Harris,In a way to show approval or support,,,,,,,,,"Facial expressions (angry, sad, yelling, etc.)",,,, ,No, ,, ,,,,,,, , ,, ,x_2602473023098666,Democratic Governors Association,Set of 3K non-cd ads,1848,,https://www.facebook.com/2602473023098666,,group,DEMOCRATIC GOVERNORS ASSN
pd-2602473023098666-2,x_1044727835970072,achampeau@wesleyan.edu,"non-cd, non-party",1297,22 Aug 21,, ,Text,Video(s),,Link(s),,,President,Joe Biden,P80000722,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,President,Donald Trump,P80001571,In a way to show disaproval or opposition,Other national politician,Mike Pence,WMPID1,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,, ,4,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,"Yes, in a way to show approval or support",No,One favored candidate,,One targeted candidate,,,Joe Biden,,,,,,,,,,Donald Trump,,,,,,,,,,,Asks the viewer to fill out a survey/poll,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_2602473023098666,Democratic Governors Association,Set of 3K non-cd ads,1435,,https://www.facebook.com/2602473023098666,,group,DEMOCRATIC GOVERNORS ASSN
pd-260366367717440-5,x_1226166057753370,swoodhams@wesleyan.edu,"non-cd, non-party",2404,28 Sep 21,, ,Text,Video(s),,Link(s),,"""Ad ran without a disclaimer""",President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health/Healthcare,,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emergency Preparedness/Response,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_260366367717440,Committee to Protect Medicare PAC,Set of 3K non-cd ads,1660,,https://www.facebook.com/260366367717440,,group,COMMITTEE TO PROTECT MEDICARE PAC
pd-260366367717440-5,x_1028329020935566,oramseur@wesleyan.edu,"non-cd, non-party",1504,27 Aug 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,,,,,,,,Invite the viewer to learn more about a group/candidate,Yes,,,,,,,,,,,,,,,,,,,,,,,,Economic Policy,,,,,Health/Healthcare,Law & Order,,"Other/Miscellaneous
(includes: Term Limits, Pledge of Allegiance, Local Issues,",,,,,,,Economy (generic reference),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medicaid,,,,Outbreaks of infectious disease (incl. Coronavirus),,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emergency Preparedness/Response,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_260366367717440,Committee to Protect Medicare PAC,Set of 3K non-cd ads,1682,,https://www.facebook.com/260366367717440,,group,COMMITTEE TO PROTECT MEDICARE PAC
pd-260754507296508-2,x_1037303893390840,mchurch@wesleyan.edu,"non-cd, non-party",2816,10 Oct 21,, ,Text,,Still images(s),Link(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_260754507296508,Voter Participation Center,Set of 3K non-cd ads,2329,,https://www.facebook.com/260754507296508,,group,THE VOTER PARTICIPATION CENTER
pd-260933440643373-6,x_1043096242793987,achampeau@wesleyan.edu,"non-cd, non-party",2220,23 Sep 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,Other national politician,Mike Pence,WMPID1,In a way to show disaproval or opposition,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,,,,,,,,,,,,,,,,,,,,,, ,3,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,Kamala Harris,In a way to show approval or support,,,,,,,,,,,,,,Other,Staged promotional-esque photo,No, ,, ,,,,,,, , ,, ,x_260933440643373,UltraViolet Action,Set of 3K non-cd ads,1841,,https://www.facebook.com/260933440643373,,group,ULTRAVIOLET ACTION
pd-260933440643373-6,x_2081030728698692,mchurch@wesleyan.edu,"non-cd, non-party",1173,22 Aug 21,, ,Text,Video(s),,Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,Other national politician,Mike Pence,WMPID1,In a way to show disaproval or opposition,U.S. House,Alexandria Ocasio-Cortez,H8NY15148,In a way to show approval or support,U.S. House,Ilhan Omar,H8MN05239,In a way to show approval or support,Other national politician,Kamala Harris,WMPID2,In a way to show approval or support,U.S. House,Rashida Tlaib,H8MI13250,In a way to show approval or support,U.S. Senate,Elizabeth Warren,S2MA00170,In a way to show approval or support,U.S. House,Nancy Pelosi,H8CA05035,In a way to show approval or support,, ,8,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,,,No favored or targeted candidate,,,,,,,,,,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,Social/Social Welfare Issues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,Gender Discrimination (not LGBTQ),,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_260933440643373,UltraViolet Action,Set of 3K non-cd ads,544,,https://www.facebook.com/260933440643373,,group,ULTRAVIOLET ACTION
pd-260933440643373-6,x_1739238629559342,achampeau@wesleyan.edu,"non-cd, non-party",3416,18 Nov 21,, ,Text,,Still images(s),Link(s),,,President,Donald Trump,P80001571,In a way to show disaproval or opposition,,,,In a way to show disaproval or opposition,,,,,,,,,,,,,,,,,,,,,,,,,, ,1,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,No,No,,,One targeted candidate,,,,,,,,,,,Donald Trump,,,,,,,,Request for donations,,,,,,,,"No, primary goal is something else",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Law & Order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Court/Judiciary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_260933440643373,UltraViolet Action,Set of 3K non-cd ads,2749,,https://www.facebook.com/260933440643373,,group,ULTRAVIOLET ACTION
pd-261663760956534-5,x_1206964113010773,medward2@bowdoin.edu,"non-cd, non-party",69,28 Jul 21,, ,Text,Video(s),,Link(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_261663760956534,America First Policies Inc,Set of 3K non-cd ads,99,,https://www.facebook.com/261663760956534,,group,AMERICA FIRST POLICIES INC.
pd-261663760956534-5,x_1658338494333235,achampeau@wesleyan.edu,"non-cd, non-party",3494,20 Nov 21,, ,Text,Video(s),,Link(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,0,,,,, ,,,,, ,,,,, ,,,,, ,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,, ,No, ,, ,,,,,,, , ,, ,x_261663760956534,America First Policies Inc,Set of 3K non-cd ads,2243,,https://www.facebook.com/261663760956534,,group,AMERICA FIRST POLICIES INC.
