advertiser_id,advertiser_namex,advertiser_name,public_ids_list,date_wmpcoded,search_status,sponsor_name,sponsor_cmag,wmp_spontype,wmp_govtorcand,wmp_grouptype,wmp_groupflag,wmp_multisponsor,wmp_office,ontv2022,cand_fav,wmpid,sen_fecid,sen_cycle,sen_state,sen_party,sen_cdstatus,hse_fecid,hse_cycle,hse_state,hse_district,hse_party,hse_cdstatus,db_state,wmp_sen,wmp_hse,wmp_gov,wmp_db,type_cmag,type_scsp,wmptempid,wmp_spontype_new,search_status_new,party_all_new,regions,elections,party_all,Party_abbrev,wmp_notes,advertiser_namey,COMMID,EIN,Committee_Name,Jurisdiction,per_Website,com_Website,R_type,N_type,FirstLast,Prefix,Firstname,MiddleName,Lastname,Suffix,Party_Name,disclose,vw_pt,advertiser_name63,s_09042022to111122,s_011021to111222,codedbywmp,onlycodedbyOS,onlyingooglespend,updated_011725,unmatchedv2,cand_id,notes,matchto_adidmap,old_name,new_name,matchto_oldadidmap,source,cmag_sponsor,wmp_candidate,cmte_id,cmte_nm,advertiser_id_tomerge,advertiser_ids
AR02656754756558520321,Priorities USA Action,Priorities USA Action,FEC ID C00495861,17oct2022,NA,PRIORITIES USA ACTION,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,1164,group,NA,,NA,NA,DEM,,,PRIORITIES USA ACTION,C00495861,NA,Priorities USA Action,ME,NA,https://www.fec.gov/data/committee/C00495861,Hybrid PAC (with Non-Contribution Account) - Nonqualified,Independent Spender,NA,NA,Joe,NA,Biden,JR,,P,L,Priorities USA Action,768300,779200,1,,,,,,,Matched (3),PRIORITIES USA ACTION,Priorities USA Action,Matched (3),oldadvertiserid,,,,,AR524335105053818880,AR524335105053818880|AR02656754756558520321
AR02481958796021202945,BRIAN PINKSTON FOR CITY COUNCIL,BRIAN PINKSTON FOR CITY COUNCIL,Registered in US-VA 00128,17oct2022,NA,BRIAN PINKSTON FOR CITY COUNCIL,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,VA,0,0,0,1,0,0,2229,campaign,NA,,NA,NA,,,,BRIAN PINKSTON FOR CITY COUNCIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,BRIAN PINKSTON FOR CITY COUNCIL,0,1300,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR524709523122814976,AR524709523122814976|AR02481958796021202945
AR17691886872604704769,PHILLIP PETTUS,PHILLIP PETTUS,Registered in US-AL 25687,17oct2022,NA,PHILLIP PETTUS,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,AL,0,0,0,1,0,0,1450,campaign,NA,,NA,NA,,,,PHILLIP PETTUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,PHILLIP PETTUS,0,500,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR525218253409091584,AR525218253409091584|AR17691886872604704769
AR11910244615921336321,BETTER JOBS TOGETHER CAMPAIGN,BETTER JOBS TOGETHER CAMPAIGN,NA,02sep2022,1,BETTER JOBS TOGETHER,BETTER JOBS TOGETHER,group,0,NA,1,0,,1,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,0,1,0,340,NA,NA,,NA,NA,DEM,,,BETTER JOBS TOGETHER CAMPAIGN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,BETTER JOBS TOGETHER CAMPAIGN,0,104600,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR525242511384379392,AR525242511384379392|AR11910244615921336321
AR01914870555710849025,Senate Republican Campaign Committee,Senate Republican Campaign Committee,EIN ID 23-2115704,02sep2022,NA,SENATE REPUBLICAN CAMPAIGN COMMITTEE,SENATE REPUBLICAN CAMPAIGN COMMITTEE,party national,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,214,NA,NA,,NA,NA,REP,,,Senate Republican Campaign Committee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Senate Republican Campaign Committee,0,3400,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR525728289365426176,AR525728289365426176|AR01914870555710849025
AR02936822358385623041,KAREN BASS FOR CONGRESS,KAREN BASS FOR CONGRESS,FEC ID C00476523,13sep2022,2,"BASS, KAREN","BASS, KAREN",campaign,1,NA,0,0,us house - not in our 2022 FEC cd file,NA,"BASS, KAREN",WMPID76,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,393,NA,NA,,NA,NA,DEM,DEM,,KAREN BASS FOR CONGRESS,C00476523,NA,Karen Bass for Congress,US,https://www.fec.gov/data/candidate/H0CA33117/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00476523,House,Candidate,NA,NA,Karen,NA,Bass,NA,Democratic,NA,NA,KAREN BASS FOR CONGRESS,0,400,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR525744988198273024,AR525744988198273024|AR02936822358385623041
AR03391685920750043137,ALEXANDRA OWENSBY FOR THE PEOPLE,ALEXANDRA OWENSBY FOR THE PEOPLE,FEC ID C00709204,13sep2022,2,"OWENSBY, ALEXANDRA","OWENSBY, ALEXANDRA",campaign,1,NA,0,0,us house - other cycle,NA,"OWENSBY, ALEXANDRA",WMPID265,,NA,NA,,NA,,2020,NA,NA,,NA,NA,0,0,0,NA,0,0,661,NA,NA,,NA,NA,DEM,DEM,,ALEXANDRA OWENSBY FOR THE PEOPLE,C00709204,NA,Alexandra Owensby for The People,US,https://www.fec.gov/data/candidate/H0KY04117/?cycle=2020&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00709204,House,Candidate,NA,NA,Alexandra,NA,Owensby,NA,Democratic,NA,NA,ALEXANDRA OWENSBY FOR THE PEOPLE,0,1100,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR525791751802191872,AR525791751802191872|AR03391685920750043137
AR17884269521628299265,REP. DAVID JOYCE - U.S. HOUSE OF REPRESENTATIVES,REP. DAVID JOYCE - U.S. HOUSE OF REPRESENTATIVES,EIN ID 53-6002523,17oct2022,NA,"JOYCE, DAVID P","JOYCE, DAVID P",government official,1,NA,0,0,us house,NA,"JOYCE, DAVID P",WMPID832,,NA,NA,,NA,H2OH14064,2022,OH,14,REP,INCUMBENT,NA,0,1,0,NA,0,0,1609,government official,NA,,NA,NA,REP,,,REP. DAVID JOYCE - U.S. HOUSE OF REPRESENTATIVES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,REP. DAVID JOYCE - U.S. HOUSE OF REPRESENTATIVES,400,12800,1,,,,,H2OH14064,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR525920222863949824,AR525920222863949824|AR17884269521628299265
AR17820458539676598273,Sara Rodriguez for Wisconsin,Sara Rodriguez for Wisconsin,EIN ID 85-0758187,31oct2022,NA,SARA RODRIGUEZ FOR WISCONSIN,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,WI,0,0,0,1,0,0,3073,campaign,NA,,US,NA,,,,Sara Rodriguez for Wisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Sara Rodriguez for Wisconsin,0,12500,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR525933073406099456,AR525933073406099456|AR17820458539676598273
AR12214237590768844801,NA,"SOVI DIGITAL VENTURES, LLC",NA,NA,NA,NA,NA,group,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,"SOVI DIGITAL VENTURES, LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"SOVI DIGITAL VENTURES, LLC",0,100,,1,,1,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR526076662752739328,AR526076662752739328|AR12214237590768844801
AR18406687078403276801,SHEDD FOR ATTORNEY GENERAL,SHEDD FOR ATTORNEY GENERAL,EIN ID 86-3134727,17oct2022,NA,SHEDD FOR ATTORNEY GENERAL,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,1,0,0,2444,campaign,NA,,NA,NA,,,,SHEDD FOR ATTORNEY GENERAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,SHEDD FOR ATTORNEY GENERAL,0,5600,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR526233171361005568,AR526233171361005568|AR18406687078403276801
AR00949974335546720257,BOB FOR GOVERNOR INC,BOB FOR GOVERNOR INC,EIN ID 87-4378870,17oct2022,NA,"STEFANOWSKI, BOB","STEFANOWSKI, BOB",campaign,1,NA,0,0,governor,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,CT,0,0,1,NA,0,0,1906,campaign,NA,,NA,NA,REP,,,BOB FOR GOVERNOR INC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,BOB FOR GOVERNOR INC,417600,601800,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR52658188834570240,AR52658188834570240|AR10868560152940773377|AR52658188834570240|AR00949974335546720257
AR05661500132944773121,BUCK FOR COLORADO,BUCK FOR COLORADO,FEC ID C00573378,13sep2022,1,"BUCK, KENNETH R","BUCK, KENNETH R",campaign,1,NA,0,0,us house,NA,"BUCK, KENNETH R",WMPID878,,NA,NA,,NA,H4CO04090,NA,CO,4,REP,INCUMBENT,NA,0,1,0,NA,0,0,669,NA,NA,,NA,NA,REP,REP,,BUCK FOR COLORADO,C00573378,NA,Buck for Colorado,US,https://www.fec.gov/data/candidate/H4CO04090/?cycle=2018&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00573378,House,Candidate,NA,NA,Ken,NA,Buck,NA,Republican,NA,NA,BUCK FOR COLORADO,5700,7400,1,,,,,H4CO04090,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR526793613053526016,AR526793613053526016|AR05661500132944773121
AR08011618551263657985,ESTHER FOR CONGRESS,ESTHER FOR CONGRESS,FEC ID C00716498,13sep2022,1,"KING, ESTHER JOY","KING, ESTHER JOY",campaign,1,NA,0,0,us house,NA,"KING, ESTHER JOY",WMPID236,,NA,NA,,NA,H0IL17083,NA,IL,17,REP,OPEN,NA,0,1,0,NA,0,0,514,NA,NA,,NA,NA,REP,REP,,ESTHER FOR CONGRESS,C00716498,NA,Esther for Congress,US,https://www.fec.gov/data/candidate/H0IL17083/?cycle=2020&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00716498,House,Candidate,NA,NA,Esther,Joy,King,NA,Republican,NA,NA,ESTHER FOR CONGRESS,57900,94100,1,,,,,H0IL17083,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR526965824062226432,AR526965824062226432|AR08011618551263657985
AR06940522427117993985,NA,COMMITTEE TO ELECT ENOCH,NA,NA,NA,"ENOCH, VANESSA",NA,campaign,NA,NA,NA,NA,us house,NA,NA,WMPID1205,,NA,NA,,NA,H8OH08097,NA,NA,NA,DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,DEM,DEM,,COMMITTEE TO ELECT ENOCH,C00667279,NA,Committee To Elect Enoch,US,https://www.fec.gov/data/candidate/H8OH08097/?cycle=2018&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00667279,House,Candidate,NA,NA,Vanessa,NA,Enoch,NA,Democratic,NA,NA,COMMITTEE TO ELECT ENOCH,1700,1700,,1,,1,,H8OH08097,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR52703990365814784,AR52703990365814784|AR06940522427117993985
AR04751773008215932929,"Logiq, Inc.","Logiq, Inc.",EIN ID 84-4352635,31oct2022,NA,"LOGIQ, INC.",NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,2946,group,NA,,US,NA,,,,"Logiq, Inc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"Logiq, Inc.",3700,57300,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR527685763660251136,AR527685763660251136|AR04751773008215932929
AR06048809700898635777,NA,NORRIS STRATEGIES,NA,NA,NA,NA,NA,campaign,NA,NA,NA,NA,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,NORRIS STRATEGIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NORRIS STRATEGIES,0,500,,1,,1,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR527722184982921216,AR527722184982921216|AR06048809700898635777
AR10775337509823971329,"Patrick, Dan","Patrick, Dan",Registered in US-TX 57897,17oct2022,NA,"PATRICK, DAN",NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,TX,0,0,0,1,0,0,1605,campaign,NA,,NA,NA,,,,"Patrick, Dan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"Patrick, Dan",29400,32600,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR527807465853550592,AR527807465853550592|AR10775337509823971329
AR18055771620206706689,Majority Forward,Majority Forward,NA,02sep2022,1,MAJORITY FORWARD,MAJORITY FORWARD,group,0,NA,1,0,,1,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,0,1,0,377,NA,NA,,NA,NA,DEM,,,Majority Forward,C90016098,474368320,Majority Forward,US,NA,https://www.fec.gov/data/committee/C90016098,Independent expenditor (person or group),Independent Spender,NA,NA,NA,NA,NA,NA,,NA,NA,Majority Forward,0,614800,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR528016269983612928,AR528016269983612928|AR18055771620206706689
AR18028384709704155137,BLACK PAC,BLACK PAC,EIN ID 81-1460820,31oct2022,NA,BLACK PAC,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,3206,group,NA,,US,NA,,,,BLACK PAC,C00609388,NA,Blackpac,US,NA,https://www.fec.gov/data/committee/C00609388,Independent expenditure-only (Super PACs),Independent Spender,NA,NA,NA,NA,NA,NA,,P,L,BLACK PAC,36000,48500,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR52870497657946112,AR52870497657946112|AR18028384709704155137
AR17505206565760663553,MAX STEINER FOR CONGRESS,Max Steiner For Congress,FEC ID C00783498,13sep2022,1,"STEINER, MAX","STEINER, MAX",campaign,1,NA,0,0,us house,NA,"STEINER, MAX",WMPID1885,,NA,NA,,NA,H2CA01227,NA,CA,1,DEM,CHALLENGER,NA,0,1,0,NA,0,0,903,NA,NA,,NA,NA,DEM,DEM,,Max Steiner For Congress,C00783498,NA,Max Steiner for Congress,US,https://www.fec.gov/data/candidate/H2CA01227/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00783498,House,Candidate,NA,NA,Max,NA,Steiner,NA,Democratic,NA,NA,Max Steiner For Congress,8000,11300,1,,,,,H2CA01227,,Matched (3),MAX STEINER FOR CONGRESS,Max Steiner For Congress,Matched (3),oldadvertiserid,,,,,AR528838807760404480,AR528838807760404480|AR17505206565760663553
AR06197956254183194625,PROGRESS GEORGIA INC,"PROGRESS GEORGIA, INC.",EIN ID 85-2273152,31oct2022,NA,PROGRESS GEORGIA INC,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,GA,0,0,0,NA,0,0,3347,group,NA,,US,NA,,,,"PROGRESS GEORGIA, INC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"PROGRESS GEORGIA, INC.",25500,26100,1,,,,,,,Matched (3),"PROGRESS GEORGIA, INC.",PROGRESS GEORGIA INC,Matched (3),oldadvertiserid,,,,,AR529105267531448320,AR529105267531448320|AR06197956254183194625
AR12817719940836491265,CARUSO-CABRERA FOR NEW YORK,CARUSO-CABRERA FOR NEW YORK,FEC ID C00738336,13sep2022,2,"CARUSO-CABRERA, MICHELLE","CARUSO-CABRERA, MICHELLE",campaign,1,NA,0,0,us house - other cycle,NA,"CARUSO-CABRERA, MICHELLE",NA,,NA,NA,,NA,,2020,NA,NA,,NA,NA,0,0,0,NA,0,0,792,NA,NA,,NA,NA,DEM,DEM,,CARUSO-CABRERA FOR NEW YORK,C00738336,NA,Caruso-Cabrera for New York,US,https://www.fec.gov/data/candidate/H0NY14346/?cycle=2020&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00738336,House,Candidate,NA,NA,Michelle,NA,Caruso-Cabrera,NA,Democratic,NA,NA,CARUSO-CABRERA FOR NEW YORK,0,700,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR529354238195662848,AR529354238195662848|AR12817719940836491265
AR11567347896026136577,COALITION OF MINNESOTA BUSINESSES,COALITION OF MINNESOTA BUSINESSES,EIN ID 41-1685181,17oct2022,NA,COALITION OF MINNESOTA BUSINESSES,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,MN,0,0,0,NA,0,0,2615,group,NA,,NA,NA,,,,COALITION OF MINNESOTA BUSINESSES,NA,411685181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,COALITION OF MINNESOTA BUSINESSES,30800,71100,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR529355681304674304,AR529355681304674304|AR11567347896026136577
AR04714583126918037505,JENNIFER CARNAHAN FOR CONGRESS,JENNIFER CARNAHAN FOR CONGRESS,FEC ID C00809400,13sep2022,1,"CARNAHAN, JENNIFER","CARNAHAN, JENNIFER",campaign,1,NA,0,0,us house,NA,"CARNAHAN, JENNIFER",WMPID3941,,NA,NA,,NA,H2MN01264,NA,MN,1,REP,OPEN,NA,0,1,0,NA,0,0,528,NA,NA,,NA,NA,REP,REP,,JENNIFER CARNAHAN FOR CONGRESS,C00809400,NA,Jennifer Carnahan for Congress,US,https://www.fec.gov/data/candidate/H2MN01264/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00809400,House,Candidate,NA,NA,Jennifer,NA,Carnahan,NA,Republican,NA,NA,JENNIFER CARNAHAN FOR CONGRESS,0,5000,1,,,,,H2MN01264,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR529357914687668224,AR529357914687668224|AR04714583126918037505
AR06152392492328157185,WORKING FAMILIES PARTY NATIONAL INDEPENDENT EXPENDITURE COMMITTEE,WORKING FAMILIES PARTY NATIONAL INDEPENDENT EXPENDITURE COMMITTEE,FEC ID C00626861,17oct2022,NA,WORKING FAMILIES PARTY NATIONAL INDEPENDENT EXPENDITURE COMMITTEE,NA,party,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,2339,party,NA,,NA,NA,,,,WORKING FAMILIES PARTY NATIONAL INDEPENDENT EXPEND,C00626861,NA,Wfp Ie Committee,US,NA,https://www.fec.gov/data/committee/C00626861,Independent expenditure-only (Super PACs),Independent Spender,NA,NA,NA,NA,NA,NA,,P,L,WORKING FAMILIES PARTY NATIONAL INDEPENDENT EXPENDITURE COMMITTEE,0,20900,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR529974843790065664,AR529974843790065664|AR06152392492328157185
AR06812169837737934849,People for Rebecca Kleefisch,People for Rebecca Kleefisch,EIN ID 86-2558841,17oct2022,NA,"KLEEFISCH, REBECCA","KLEEFISCH, REBECCA",campaign,1,NA,0,0,governor,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,WI,0,0,1,NA,0,0,2685,campaign,NA,,NA,NA,,,,People for Rebecca Kleefisch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,People for Rebecca Kleefisch,0,54700,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR530085997543686144,AR530085997543686144|AR06812169837737934849
AR04533720061218652161,"Idaho Freedom Action, Inc.","Idaho Freedom Action, Inc.",EIN ID 47-4903187,17oct2022,NA,"IDAHO FREEDOM ACTION, INC.",NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,ID,0,0,0,NA,0,0,1980,group,NA,,NA,NA,,,,"Idaho Freedom Action, Inc.",NA,NA,"Idaho Freedom Action, Inc",ID,NA,NA,NA,Independent Spender,NA,NA,NA,NA,NA,NA,,NA,NA,"Idaho Freedom Action, Inc.",0,18600,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR530224329850355712,AR530224329850355712|AR04533720061218652161
AR17343837566343839745,REP. RODNEY DAVIS - U.S. HOUSE OF REPRESENTATIVES,REP. RODNEY DAVIS - U.S. HOUSE OF REPRESENTATIVES,EIN ID 53-6002523,17oct2022,NA,"DAVIS, RODNEY L","DAVIS, RODNEY L",government official,1,NA,0,0,us house,NA,"DAVIS, RODNEY L",WMPID801,,NA,NA,,NA,H2IL13120,2022,IL,15,REP,INCUMBENT,NA,0,1,0,NA,0,0,2008,government official,NA,,NA,NA,REP,,,REP. RODNEY DAVIS - U.S. HOUSE OF REPRESENTATIVES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,REP. RODNEY DAVIS - U.S. HOUSE OF REPRESENTATIVES,0,2400,1,,,,,H2IL13120,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR53042261990047744,AR53042261990047744|AR17343837566343839745
AR15013727510871408641,FRIENDS OF CARRIE,FRIENDS OF CARRIE,EIN ID 84-3458500,31oct2022,NA,FRIENDS OF CARRIE,NA,campaign,1,NA,0,0,down ballot,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,1,0,0,3374,campaign,NA,,US,NA,,,,FRIENDS OF CARRIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,FRIENDS OF CARRIE,0,42600,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR530555248490577920,AR530555248490577920|AR15013727510871408641
AR00244757198217936897,MORAN FOR KANSAS,MORAN FOR KANSAS,FEC ID C00458315,13sep2022,1,"MORAN, JERRY","MORAN, JERRY",campaign,1,NA,0,0,us senate,NA,"MORAN, JERRY",WMPID1352,S0KS00091,NA,KS,REP,INCUMBENT,,NA,NA,NA,,NA,NA,1,0,0,NA,0,0,543,NA,NA,,NA,NA,REP,REP,,MORAN FOR KANSAS,C00458315,NA,MORAN FOR KANSAS,US,https://www.fec.gov/data/candidate/S0KS00091/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00458315,Senate,Candidate,NA,NA,Jerry,NA,Moran,NA,Republican,NA,NA,MORAN FOR KANSAS,21600,23800,1,,,,,S0KS00091,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR530713062768902144,AR530713062768902144|AR00244757198217936897
AR05291444376331878401,NA,Monroe Democratic Town Committee,NA,NA,NA,NA,NA,party,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,DEM,,,Monroe Democratic Town Committee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Monroe Democratic Town Committee,0,500,,1,,1,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR530775941090115584,AR530775941090115584|AR05291444376331878401
AR15799102894155759617,NA,Pingree for Congress,NA,NA,NA,"PINGREE, CHELLIE M",NA,campaign,NA,NA,NA,NA,us house,NA,NA,WMPID1146,,NA,NA,,NA,H8ME01120,NA,NA,NA,DEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,DEM,DEM,,PINGREE FOR CONGRESS,C00433391,NA,Pingree for Congress,US,https://www.fec.gov/data/candidate/H8ME01120/?cycle=2018&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00433391,House,Candidate,NA,NA,Chellie,NA,Pingree,NA,Democratic,NA,NA,Pingree for Congress,21300,21300,,1,,1,,H8ME01120,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR530956364076285952,AR530956364076285952|AR15799102894155759617
AR15050660931082125313,LCV Victory Fund,LCV VICTORY FUND,NA,02sep2022,1,LCV VICTORY FUND,LCV VICTORY FUND,group,0,NA,1,0,,1,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,0,1,0,300,NA,NA,,NA,NA,DEM,,,LCV VICTORY FUND,C00486845,NA,Lcv Victory Fund,US,NA,https://www.fec.gov/data/committee/C00486845,Independent expenditure-only (Super PACs),Independent Spender,NA,NA,NA,NA,NA,NA,,P,L,LCV VICTORY FUND,591400,617600,1,,,,,,,Matched (3),LCV VICTORY FUND,LCV Victory Fund,Matched (3),oldadvertiserid,,,,,AR531090504494874624,AR531090504494874624|AR15050660931082125313
AR14560612996628873217,THE FOUNDATION FOR GOVERNMENT ACCOUNTABILITY,THE FOUNDATION FOR GOVERNMENT ACCOUNTABILITY,EIN ID 45-2637507,17oct2022,NA,THE FOUNDATION FOR GOVERNMENT ACCOUNTABILITY,NA,group,0,NA,0,0,,NA,NA,NA,,NA,NA,,NA,,NA,NA,NA,,NA,NA,0,0,0,NA,0,0,2045,group,NA,,NA,NA,,,,THE FOUNDATION FOR GOVERNMENT ACCOUNTABILITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,THE FOUNDATION FOR GOVERNMENT ACCOUNTABILITY,3000,23600,1,,,,,,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR531555941510807552,AR531555941510807552|AR14560612996628873217
AR02305557823385239553,DR ANNIE ANDREWS FOR CONGRESS,DR ANNIE ANDREWS FOR CONGRESS,EIN ID 87-3373652,20sep2022,NA,"ANDREWS, ANNIE DR.","ANDREWS, ANNIE",campaign,1,NA,0,0,us house,NA,"ANDREWS, ANNIE DR.",WMPID4171,,NA,NA,,NA,H2SC01127,NA,SC,1,DEM,CHALLENGER,NA,0,1,0,NA,0,0,1030,NA,NA,,NA,NA,DEM,DEM,,DR ANNIE ANDREWS FOR CONGRESS,C00793638,NA,Dr. Annie Andrews for Congress,US,https://www.fec.gov/data/candidate/H2SC01127/?cycle=2022&election_full=false&tab=about-candidate,https://www.fec.gov/data/committee/C00793638,House,Candidate,NA,NA,Annie,NA,Andrews,NA,Democratic,NA,NA,DR ANNIE ANDREWS FOR CONGRESS,11600,25600,1,,,,,H2SC01127,,Matched (3),,,Master only (1),oldadvertiserid,,,,,AR531861365225160704,AR531861365225160704|AR02305557823385239553
