advertiser_id,advertiser_name,wmp_office,wmp_spontype,wmp_spontype_new,wmpid,cand_id
AR05975817521977098241,Marla Brown For PA,down ballot,campaign,campaign,,
AR18248860155695333377,CABRERA FOR SD 17,down ballot,campaign,campaign,,
AR13327867703759732737,Melissa Greenstein for Missouri,down ballot,campaign,campaign,,
AR12576777360772169729,FRIENDS OF KYLE ELLIOTT,down ballot,campaign,campaign,,
AR13809604979574439937,Action for the Climate Emergency,,group,group,,
AR08312959229187063809,Billy Griffin,,unclear could be campaign,unclear could be campaign,,
AR14974944162346958849,PAUL CELENTANO,,unclear could be campaign,unclear could be campaign,,
AR10719679887628566529,Joyce for Senate,down ballot,campaign,,,
AR10857893515761811457,"SHEILA CHERFILUS MCCORMICK FOR CONGRESS, INC",us house,campaign,,WMPID2425,H8FL20032
AR09226099238008520705,JANA LYNNE SANCHEZ FOR CONGRESS,us house,campaign,,WMPID2517,H8TX06183
AR18073581440833945601,TIM WALSH FOR COLORADO,down ballot,campaign,campaign,,
AR02276909773045628929,NEW DEMOCRAT COALITION ACTION FUND,,group,group,,
AR09295060607302631425,MORGANTOWN SEO COMPANY LLC,,group,group,,
AR13405439692208340993,PROTECT OHIO VALUES PAC,,group,,,
AR06035298902016524289,"EVERYTOWN FOR GUN SAFETY SUPPORT FUND, INC.",,group,group,,
AR11354050061941080065,"THE COMMUNICATIONS GROUP, INC.",,group,group,,
AR05684126639135391745,"JOB CREATORS NETWORK, INC.",,group,group,,
AR05835816981290287105,Colin Wilhelm for Colorado,us house,campaign,,WMPID2984,H2CO03195
AR16362052847577071617,AMERICANS FOR TAX REFORM,,group,group,,
AR12879925910689546241,"NATURAL RESOURCES DEFENSE COUNCIL, INC.",,group,group,,
AR06396634157031620609,John Arnold for AZ,down ballot,campaign,campaign,,
AR09131550583868620801,Anna Caballero for Senate 2022,down ballot,campaign,,,
AR01263384009010839553,Friends to Elect Heather Henry Gustafson,down ballot,campaign,campaign,,
AR13813518210177171457,IOWA DEMOCRATIC PARTY,,party,party,,
AR01651547416463147009,AdShark Marketing,,group,group,,
AR02697370990966472705,Erik M Leist,,unclear could be campaign,unclear could be campaign,,
AR14126015632587620353,JULIE WON FOR COUNCIL,down ballot,campaign,campaign,,
AR10038998970748895233,YOUNGKIN FOR GOVERNOR INC,governor,campaign,campaign,,
AR09749849059278979073,MAKE A DIFFERENCE MN05,,group,,,
AR12254769987415179265,"GREENSTRIPE MEDIA, INC.",,group,group,,
AR18328230532850122753,Steven Holden,,unclear could be campaign,unclear could be campaign,,
AR00931959937037238273,CENTER FOR AMERICAN PROGRESS ACTION FUND,,group,group,,
AR02111903039408308225,TIM WALZ FOR GOVERNOR,governor,campaign,campaign,,
AR15219218812399255553,CTE Gus Tarraf,down ballot,campaign,campaign,,
AR17602794544917643265,"YOUNGKIN FOR GOVERNOR, INC.",governor,campaign,campaign,,
AR10827585958778503169,CONSERVATIVE ACTION FUND,,group,,,
AR17439020638692966401,Ricardo Lara for Insurance Commissioner 2022,down ballot,campaign,campaign,,
AR13315908315784413185,United For Clean Power,,group,group,,
AR16554863206623870977,PATIENTS FOR AFFORDABLE DRUGS NOW,,group,,,
AR03670148510478499841,Matt West for Congress,us house,campaign,,WMPID1778,H2OR06041
AR04277733963063099393,WILEY NICKEL FOR CONGRESS,us house,campaign,,WMPID3923,H2NC14019
AR08512129713244733441,KYLE LABRUE FOR CONGRESS,us house,campaign,,WMPID1596,H2MO04215
AR04444767646386225153,PROSPERITY MICHIGAN ACTION FUND,,group,group,,
AR11417100456724267009,AMERICAN PROMISE INC,,group,group,,
AR08865459630256422913,"Santa Clara Neighbors Supporting Karen Hardy for City Council District 3 2022, sponsored by DeBartolo Corporation & Affiliated Entities, including Forty Niners Football Company, LLC",down ballot,campaign,campaign,,
AR08191337025358528513,MCCLINTOCK FOR CONGRESS,us house,campaign,,WMPID1051,H8CA04152
AR02701551609053184001,TRUTH FOR OKLAHOMA PAC,,group,group,,
AR03083877640554151937,Debbie Critchfield,down ballot,campaign,campaign,,
AR18402515531287494657,Rob Astorino Friends Of,governor,campaign,campaign,,
AR07778835172111155201,Sacramento Metropolitan Chamber PAC,,group,group,,
AR08782494674712526849,GRETCHEN WHITMER FOR GOVERNOR,governor,campaign,campaign,,
AR02828644707863625729,JEFF MCKAY FOR SENATE 2022,down ballot,campaign,,,
AR07515573261917224961,Cliff Groh for State House,down ballot,campaign,campaign,,
AR12658932869599592449,RICK SCOTT FOR FLORIDA,us senate - other cycle,campaign,,WMPID1529,
AR13828754623839600641,Democrats Serve,,group,,,
AR09034696253845274625,Advancing AZ,,group,,,
AR13153968944710680577,STEFAN PRYOR,down ballot,campaign,campaign,,
AR04373470639516811265,FAIRVOTE MINNESOTA,,group,group,,
AR16686312020747747329,CALIFORNIANS FOR POPULATION STABILIZATION INC,,group,group,,
AR10406183077867945985,CHARLES BAILEY FOR GEORGIA INC.,down ballot,campaign,campaign,,
AR14687073876253343745,RON HARDIN FOR STATE REPRESENTATIVE - DISTRICT 17,down ballot,campaign,campaign,,
AR01080419020676530177,Malia Cohen for Controller 2022,down ballot,campaign,campaign,,
AR15731967263919570945,CAMPAIGN ACCOUNT OF MATT WILLHITE,down ballot,campaign,campaign,,
AR14996400788165623809,Joseph E Budd,,unclear could be campaign,unclear could be campaign,,
AR01202936501847982081,DIRECT MAILERS GROUP LLC,,group,group,,
AR07231193169327554561,Experience Matters for New Hampshire,,group,group,,
AR14259014208350846977,PALAZZO FOR CONGRESS,us house,campaign,,WMPID400,H0MS04120
AR03445736812859883521,Z for Arizona,down ballot,campaign,campaign,,
AR10282193350626902017,ONE GENERATION AWAY,,group,group,,
AR05346972393594159105,53 PEAKS,,group,group,,
AR06926167203305750529,ELIZABETH FOR MA INC,us senate - other cycle,campaign,,WMPID1460,
AR05365534692491657217,Jason Barrett,down ballot,campaign,campaign,,
AR04926652806514868225,BRITTANY PETTERSEN FOR COLORADO,us house,campaign,,WMPID2090,H8CO07045
AR02467603572208959489,ELISSA SLOTKIN FOR CONGRESS,us house,campaign,,WMPID1149,H8MI08102
AR15285692536635523073,NATIONAL RIGHT TO WORK COMMITTEE INC,,group,group,,
AR02693627978507616257,"UNICORN WEALTH, LLC",,group,group,,
AR00949974335546720257,BOB FOR GOVERNOR INC,governor,campaign,campaign,,
AR12962200441650675713,Gregory Travis,down ballot,campaign,campaign,,
AR12538496763939520513,JULIA BROWNLEY FOR CONGRESS,us house,campaign,,WMPID772,H2CA00120
AR04800151519838076929,FRIENDS OF BARRY GLASSMAN,down ballot,campaign,campaign,,
AR11794642238254874625,TROY CARTER FOR CONGRESS,us house,campaign,,WMPID3568,H2LA02149
AR04722499610638024705,KISTNER FOR CONGRESS,us house,campaign,,WMPID363,H0MN02134
AR15841666844692840449,LAWLER FOR CONGRESS,us house,campaign,,WMPID3956,H2NY17162
AR09583290983454343169,"FAIR FIGHT, INC.",,group,group,,
AR03495499815779827713,Housley for Senate,down ballot,campaign,campaign,,
AR01263735096817483777,RENACCI FOR OHIO,governor,campaign,campaign,,
AR00293209377119141889,BENSALEM TOWNSHIP REPUBLICAN EXECUTIVE COMMITTEE,,party,party,,
AR07380041961119416321,WALKER FOR INDIANA,down ballot,campaign,campaign,,
AR04503230603780423681,AMERICAN PRIVATE RADIO,,group,group,,
AR12577841138272043009,Vote Shamp,down ballot,campaign,campaign,,
AR03706177307497463809,WESTON WAMP FOR COUNTY MAYOR,down ballot,campaign,campaign,,
AR14196186739550191617,CARLOS GIMENEZ FOR CONGRESS,us house,campaign,,WMPID175,H0FL26036
AR06771602256719511553,DENARDIS FOR CONGRESS,us house,campaign,,WMPID4701,H2CT03110
AR02632829383538114561,Committee to Elect Mark Scheffler,down ballot,campaign,campaign,,
AR11394772330501636097,Safe Accessible Fair Elections Minnesota,,group,group,,
AR13275200615752925185,Dunleavy for Governor,governor,campaign,campaign,,
AR03806017086468128769,TURNING POINT ACTION,,group,group,,
AR07402064079512141825,FRIENDS OF DOUG MASTRIANO,governor,campaign,campaign,,
AR06647788451338911745,Wisconsin Alliance for Reform,,group,,,
AR14267879020849790977,"KLEVORN, VIRGINIA (GINNY) HOUSE COMMITTEE",down ballot,campaign,campaign,,
AR07572017034926489601,COMMITTEE TO ELECT AARON FORD,down ballot,campaign,campaign,,
AR05803363521206943745,ELIZABETH GUZMAN FOR DELEGATE,down ballot,campaign,campaign,,
AR02943943070565007361,BARRON CASTEEL CAMPAIGN,down ballot,campaign,campaign,,
AR05950095821834813441,CHC BOLD PAC,,group,,,
AR01883605667697131521,American Policy Coalition,,group,group,,
AR10047245582835122177,"ANDY BARR FOR CONGRESS, INC.",us house,campaign,,WMPID271,H0KY06104
AR12865007736923881473,ALVIN BRAGG FOR DA,down ballot,campaign,campaign,,
AR06012020316711157761,CAWTHORN FOR NC,us house,campaign,,WMPID417,H0NC11233
AR18386117964626657281,BRANDON-FREDRICKS AGENCY,,group,group,,
AR11799062000120627201,BARRY FRIEDLAND,,unclear could be campaign,unclear could be campaign,,
AR04670024593568694273,BE A HERO PAC,,group,group,,
AR09318423030369615873,JEREMY NELSON,,unclear could be campaign,unclear could be campaign,,
AR14128795197982638081,Friends of Tony Venhuizen,down ballot,campaign,campaign,,
AR00894160651419648001,Campos for Oregon,down ballot,campaign,campaign,,
AR15565290303400181761,AARON BEAN FOR CONGRESS,us house,campaign,,WMPID1812,H2FL04211
AR14668699387685765121,BOOM MEDIA LLC,,group,group,,
AR16964374113365786625,CT Truth PAC Inc.,,group,,,
AR07352601793022394369,ELDER FOR GOVERNOR 2021,governor,campaign,campaign,,
AR06198721170678743041,KEVIN THOMPSON for Corporation Commissioner,down ballot,campaign,campaign,,
AR03336387289101107201,Wenstrup for Congress,us house,campaign,campaign,WMPID828,H2OH02085
AR03224236003556327425,Chris Duncan for Assembly 2022,down ballot,campaign,campaign,,
AR07021587220410662913,MARCUS FLOWERS FOR CONGRESS,us house,campaign,,WMPID2977,H2GA14044
AR07943980719091482625,MAST FOR CONGRESS,us house,campaign,,WMPID972,H6FL18097
AR17236199226275266561,A BETTER WISCONSIN TOGETHER INC,,group,group,,
AR06413966583453974529,Committee to Elect Christian Castelli,us house,campaign,,WMPID2802,H2NC07161
AR10718326182656344065,Joseph Zahorik,,unclear could be campaign,unclear could be campaign,,
AR01139886107064795137,Maryott for Congress,us house,campaign,,WMPID1073,H8CA49108
AR07550760176626696193,Atlantic County Democratic Committee,,party,party,,
AR00133696903085817857,ROMNEY FOR UTAH INC,us senate - other cycle,campaign,,WMPID1550,
AR09660696602049773569,ORGANIZE FOR JUSTICE,,group,group,,
AR11563859626667540481,Friends of Tracy Cramer for District 22,down ballot,campaign,campaign,,
AR01559095805875322881,Jessica Neal,down ballot,campaign,campaign,,
AR12775981036337102849,Save The Children Action Network,,group,group,,
AR17947319916411486209,DMFI PAC,,group,,,
AR11124366480945184769,NY FOR KALLOS,down ballot,campaign,campaign,,
AR11654946812044771329,JAMES TALARICO CAMPAIGN,down ballot,campaign,campaign,,
AR17685184455880212481,FAMILY FRIENDLY ACTION PAC,,group,group,,
AR09538338824942256129,"JOHN JAMES FOR CONGRESS, INC.",us house,campaign,,WMPID1537,H2MI10150
AR02045109632166264833,KQED INC,,group,group,,
AR14695720985449988097,MARY FENDER,,unclear could be campaign,unclear could be campaign,,
AR15600944510551457793,PhRMA,,group,group,,
AR10608052862971805697,GALVIN FOR MARICOPA COUNTY,down ballot,campaign,campaign,,
AR07473014259182469121,America United IL,,group,group,,
AR13065417920341868545,DEFENDING DEMOCRACY TOGETHER,,group,,,
AR15495662973657022465,LUKE HELLIER,,unclear could be campaign,unclear could be campaign,,
AR08248447033694748673,"LAUREL LEE FOR CONGRESS, INC.",us house,campaign,,WMPID4000,H2FL15241
AR17974341514175709185,BREAKTHROUGH IDEAS,,group,group,,
AR01951524699968110593,CRANE FOR CONGRESS,us house,campaign,,WMPID1594,H2AZ01354
AR10802167998723391489,The Committee to Elect Christy Clark,down ballot,campaign,campaign,,
AR02715385389475954689,ROSEN FOR NEVADA,us senate - other cycle,campaign,,WMPID1546,
AR07280544198984466433,REP. KEVIN MCCARTHY - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID950,H6CA22125
AR06104344109072252929,Billy Strickland Committee,us house,campaign,,WMPID2043,H2NC02261
AR16342289400945704961,DEFAZIO FOR CONGRESS,us house - not in our 2022 FEC cd file,campaign,,WMPID1010,H6OR04047
AR10608969512071987201,Alan Stout for Oregon,down ballot,campaign,campaign,,
AR09845344186771963905,"DIRECTMAIL 2.0, LLC",,group,group,,
AR01146018358290808833,HICKENLOOPER FOR COLORADO,us senate - other cycle,campaign,,WMPID1307,
AR07502311296260374529,FEENSTRA FOR CONGRESS,us house,campaign,,WMPID212,H0IA04145
AR07208486604946538497,COLLINS FOR CONGRESS,us house,campaign,,WMPID1748,H4GA10071
AR08673517129481322497,"NOKANET, LLC",,group,group,,
AR07741402573621428225,ELISA CHAN CAMPAIGN,down ballot,campaign,campaign,,
AR09480552616954953729,JOHN K. HINSDALE,,unclear could be campaign,unclear could be campaign,,
AR17711438388369817601,"Truth in Numbers, Inc",,group,group,,
AR15056008955639627777,"COX CORPORATE SERVICES, INC.",,group,group,,
AR01048834449657036801,SEAN MELOY FOR CONGRESS,us house,campaign,,WMPID4448,H2PA17137
AR09702618437796233217,GPL Committee for Arizona Leadership,,group,group,,
AR15523622729717645313,Will Franklin Campaign,down ballot,campaign,campaign,,
AR17390371853368819713,CTE LISA DEKRYGER,down ballot,campaign,campaign,,
AR00854591083361861633,HALF CROWN PRODUCTIONS LLC,,group,group,,
AR04215000227628711937,"IMAGEWORKS, LLC",,group,group,,
AR13114957516242944001,"TURNER BROADCASTING SYSTEM, INC.",,group,group,,
AR13149999157978595329,Senate Majority PAC,,group,group,,
AR15554736709760450561,Scholten for Congress,us house,campaign,,WMPID338,H0MI03316
AR05543645955464626177,JARHETT BLONIEN,,unclear could be campaign,unclear could be campaign,,
AR07190681113646333953,Amber Arlint for SD House,down ballot,campaign,campaign,,
AR04152794257775656961,REP. NEAL DUNN - U.S. HOUSE OF REPRESENTATIVES,us house,government official,government official,WMPID961,H6FL02208
AR09815592707794403329,Committee to Elect Jay C Hoffman,down ballot,campaign,campaign,,
AR16555707631554002945,HERITAGE ACTION FOR AMERICA,,group,,,
AR18262571890327420929,JAY JONES FOR ATTORNEY GENERAL,down ballot,campaign,campaign,,
AR10338552873557688321,Strabone for City Treasurer 2022,down ballot,campaign,campaign,,
AR05424668626856706049,Put Arizona First,,group,,,
AR12523254440402092033,COMMITTEE TO RE-ELECT HENRY HANK JOHNSON,us house,campaign,campaign,WMPID974,H6GA04129
AR02711642377017098241,HOUSE MAJORITY FORWARD,,group,,,
AR05135442849084473345,PLANNED PARENTHOOD PENNSYVANIA ADVOCATES,,group,group,,
AR01043023530704240641,Federation for Children PAC,,group,group,,
AR04513082227965296641,EVERYTOWN FOR GUN SAFETY ACTION FUND,,group,,,
AR15119424663161143297,Zaroyan for Monrovia City Council 2022,down ballot,campaign,campaign,,
AR09969927100536193025,Rachel Plakon,down ballot,campaign,campaign,,
AR04136619891975258113,Doug White for Congress,us house,campaign,,WMPID3849,H2WA04199
AR08805012672849379329,JUDY FOR AZ,down ballot,campaign,campaign,,
AR02177228804785700865,FONTES FOR AZ,down ballot,campaign,campaign,,
AR07985431963861254145,Friends of Suzy Glowiak,down ballot,campaign,campaign,,
AR04331138892091621377,Leo Biasiucci,down ballot,campaign,campaign,,
AR07652091168242532353,JENNIFER CARROLL FOY FOR GOVERNOR,governor,campaign,campaign,,
AR13067472082940461057,MAX MILLER FOR CONGRESS,us house,campaign,,WMPID1568,H2OH16051
AR08714180093133455361,Becca for Vermont,us house,campaign,campaign,WMPID2308,H2VT01076
AR07088380627652706305,Paul D Wells,,unclear could be campaign,unclear could be campaign,,
AR08556470268413870081,"FGA ACTION, INC.",,group,group,,
AR04568116083470368769,BETH MOORE FOR SENATE LLC,down ballot,campaign,,,
AR16109851268444323841,AMERICAN HOTEL & LODGING ASSOCIATION,,group,group,,
AR04751773008215932929,"Logiq, Inc.",,group,group,,
AR04909398995173900289,SEBASTIAN DE LA PENA GONZALEZ,,unclear could be campaign,unclear could be campaign,,
AR00689526144327745537,CIATTARELLI FOR GOVERNOR,governor,campaign,campaign,,
AR15194904212262617089,Committee to Elect Chloe Pedersen,down ballot,campaign,campaign,,
AR05321343121148084225,Stephen J Valentine for Congress,us house,campaign,,WMPID2281,H2NC06130
AR14554350728152875009,SP Digital LLC,,group,group,,
AR07202949120791674881,Conrad Kress For Hawaii,us house,campaign,campaign,WMPID2636,H2HI02557
AR00543831507798589441,Alaskans for Les Gara,governor,campaign,campaign,,
AR09943578953643982849,JUSTICE DEMOCRATS PAC,,group,,,
AR01095358291321552897,Friends of Desi,down ballot,campaign,campaign,,
AR04816132577750417409,PA Dept. of State,,government agency,government agency,,
AR17674422229909110785,CARTER BARRETT FOR STATE HOUSE,down ballot,campaign,campaign,,
AR12780689145127239681,BETTER MAINE,,group,group,,
AR01451721898353229825,Cooke for Congress,us house,campaign,,WMPID1766,H2WI03130
AR12003644486568640513,Committee to Elect Chris Dempsey,down ballot,campaign,campaign,,
AR07213723578829635585,Democrats for Education Reform DC IEC,,group,group,,
AR02767632464040951809,STOP HIM NOW,,group,group,,
AR01840195849120907265,NADARIUS CLARK FOR DELEGATE,down ballot,campaign,campaign,,
AR10422823293001138177,Committee to Elect Robert Moss,down ballot,campaign,campaign,,
AR13296940984291033089,Colin Hernandez,,unclear could be campaign,unclear could be campaign,,
AR17768982428921102337,"THE CENTURY FOUNDATION, INC",,group,group,,
AR01783056428848644097,MARIA ELVIRA SALAZAR FOR CONGRESS,us house,campaign,,WMPID1093,H8FL27185
AR02291671472562765825,TOGETHER MOVING MOUNTAINS NEW MEXICO,,group,group,,
AR10520039705947406337,JASON BRODEUR CAMPAIGN,down ballot,campaign,campaign,,
AR10796224588619448321,CALEB HEMMER,down ballot,campaign,campaign,,
AR03615396404828045313,Small Business & Entrepreneurship Council,,group,group,,
AR06204539786212933633,HARDING FOR SENATE,down ballot,campaign,,,
AR10767821523214401537,Aaron Storer,,unclear could be campaign,unclear could be campaign,,
AR11748115029335998465,Maria McLaughlin for Supreme Court,down ballot,campaign,campaign,,
AR12017097011334479873,VOTE YES FOR WORKERS RIGHTS,,group,group,,
AR17797940541539745793,STOP SOCIALISM IN OC,,group,group,,
AR09723746996832960513,BLACK PROGRESSIVE ACTION COALITION,,group,group,,
AR01135382507437424641,INSTITUTE FOR POLITICAL INNOVATION,,group,group,,
AR06727692160352649217,Matthew Woods,down ballot,campaign,campaign,,
